name,tags,data_cols,data_visits
parcels,"{'x': '-109', 'y': '30'}","['time', 'first']","[[1617129600000, 1], [1617129720000, 1], [1617767520000, 1], [1618052760000, 1], [1618450080000, 1], [1618584960000, 1], [1618731480000, 1], [1619204040000, 1], [1619638320000, 1], [1619638440000, 1], [1619657400000, 1], [1619926800000, 1], [1620049800000, 1], [1620219600000, 1], [1620354720000, 1], [1620471600000, 1], [1620471960000, 1], [1620524400000, 1], [1620634680000, 1], [1620744240000, 1], [1620752520000, 1], [1620900120000, 1], [1621305600000, 1], [1621470720000, 1], [1622228400000, 1]]"
parcels,"{'x': '-109', 'y': '31'}","['time', 'first']","[[1617087480000, 1], [1617129720000, 1], [1617129840000, 1], [1617130800000, 1], [1617130920000, 1], [1617131040000, 1], [1617131160000, 1], [1617131280000, 1], [1617172440000, 1], [1617172560000, 1], [1617180600000, 1], [1617767520000, 1], [1617922080000, 1], [1618442760000, 1], [1619204040000, 1], [1619638440000, 1], [1619657520000, 1], [1620219600000, 1], [1620219720000, 1], [1620471480000, 1], [1620634680000, 1]]"
parcels,"{'x': '-109', 'y': '32'}","['time', 'first']","[[1617129840000, 1], [1617216240000, 1], [1617713040000, 1], [1618976760000, 1], [1620634800000, 1]]"
parcels,"{'x': '-109', 'y': '322'}","['time', 'first']","[[1621080720000, 1]]"
parcels,"{'x': '-109', 'y': '323'}","['time', 'first']","[[1621080720000, 1]]"
parcels,"{'x': '-109', 'y': '33'}","['time', 'first']","[[1617143880000, 1], [1617180600000, 1], [1617216240000, 1], [1617286200000, 1], [1617588240000, 1], [1617626520000, 1], [1617767520000, 1], [1617912960000, 1], [1618691400000, 1], [1619127840000, 1], [1619752200000, 1], [1620049800000, 1], [1620373200000, 1], [1620900240000, 1], [1621458960000, 1], [1621459080000, 1], [1621645560000, 1]]"
parcels,"{'x': '-109', 'y': '34'}","['time', 'first']","[[1617087480000, 1], [1617129840000, 1], [1618583520000, 1], [1621158960000, 1]]"
parcels,"{'x': '-109', 'y': '348'}","['time', 'first']","[[1621080720000, 1]]"
parcels,"{'x': '-109', 'y': '351'}","['time', 'first']","[[1621080720000, 1]]"
parcels,"{'x': '-109', 'y': '353'}","['time', 'first']","[[1621080720000, 1]]"
parcels,"{'x': '-109', 'y': '36'}","['time', 'first']","[[1617775560000, 1], [1619573520000, 1], [1620162720000, 1], [1620476520000, 1], [1620619200000, 1]]"
parcels,"{'x': '-109', 'y': '37'}","['time', 'first']","[[1618326960000, 1], [1619018400000, 1], [1619573520000, 1], [1619675280000, 1]]"
parcels,"{'x': '-109', 'y': '38'}","['time', 'first']","[[1618245240000, 1], [1618975200000, 1], [1618976880000, 1], [1619266320000, 1], [1619681880000, 1], [1620900120000, 1], [1621158960000, 1], [1621470480000, 1]]"
parcels,"{'x': '-109', 'y': '39'}","['time', 'first']","[[1617415080000, 1], [1618326840000, 1], [1618975200000, 1]]"
parcels,"{'x': '-109', 'y': '4'}","['time', 'first']","[[1617641880000, 1], [1617735720000, 1], [1618095240000, 1], [1618236840000, 1], [1618534200000, 1], [1618534320000, 1], [1621329120000, 1]]"
parcels,"{'x': '-109', 'y': '40'}","['time', 'first']","[[1619018400000, 1]]"
parcels,"{'x': '-109', 'y': '41'}","['time', 'first']","[[1617087600000, 1], [1617414960000, 1], [1617626280000, 1], [1617626400000, 1], [1618414560000, 1], [1618691280000, 1]]"
parcels,"{'x': '-109', 'y': '42'}","['time', 'first']","[[1617087720000, 1], [1617104160000, 1], [1617151080000, 1], [1617648000000, 1], [1617648960000, 1], [1618087320000, 1], [1619017680000, 1], [1619534040000, 1], [1619878440000, 1], [1619959080000, 1], [1620049800000, 1], [1621470600000, 1]]"
parcels,"{'x': '-109', 'y': '43'}","['time', 'first']","[[1617104160000, 1], [1617223920000, 1], [1617442080000, 1], [1617566160000, 1], [1619017680000, 1], [1619655840000, 1], [1619820240000, 1], [1621470600000, 1], [1622159160000, 1]]"
parcels,"{'x': '-109', 'y': '44'}","['time', 'first']","[[1617104160000, 1], [1617456960000, 1], [1617843600000, 1], [1619017680000, 1]]"
parcels,"{'x': '-109', 'y': '45'}","['time', 'first']","[[1617146640000, 1], [1617211200000, 1], [1617223800000, 1], [1617223920000, 1], [1617423480000, 1], [1617456960000, 1], [1617648000000, 1], [1617843600000, 1], [1618446240000, 1], [1618691280000, 1], [1619655840000, 1], [1619681160000, 1], [1621447560000, 1]]"
parcels,"{'x': '-109', 'y': '46'}","['time', 'first']","[[1617104280000, 1], [1620531720000, 1], [1621470600000, 1]]"
parcels,"{'x': '-109', 'y': '47'}","['time', 'first']","[[1617104280000, 1], [1617146640000, 1]]"
parcels,"{'x': '-109', 'y': '48'}","['time', 'first']","[[1617146640000, 1], [1619927160000, 1], [1621447440000, 1], [1622082480000, 1]]"
parcels,"{'x': '-109', 'y': '49'}","['time', 'first']","[[1617223920000, 1], [1617648000000, 1], [1617864120000, 1], [1618447200000, 1], [1619927160000, 1]]"
parcels,"{'x': '-109', 'y': '5'}","['time', 'first']","[[1617260280000, 1], [1618534440000, 1], [1618926120000, 1], [1619099040000, 1], [1619143920000, 1]]"
parcels,"{'x': '-109', 'y': '50'}","['time', 'first']","[[1617424320000, 1], [1620088440000, 1], [1622082480000, 1]]"
parcels,"{'x': '-109', 'y': '51'}","['time', 'first']","[[1617648000000, 1], [1620185520000, 1], [1620531600000, 1], [1620667200000, 1]]"
parcels,"{'x': '-109', 'y': '53'}","['time', 'first']","[[1618928880000, 1], [1620359280000, 1], [1620392760000, 1]]"
parcels,"{'x': '-109', 'y': '54'}","['time', 'first']","[[1617362760000, 1], [1617468120000, 1], [1617978360000, 1], [1619266320000, 1], [1620620280000, 1]]"
parcels,"{'x': '-109', 'y': '55'}","['time', 'first']","[[1618446360000, 1], [1620359280000, 1], [1621368480000, 1]]"
parcels,"{'x': '-109', 'y': '56'}","['time', 'first']","[[1617441960000, 1], [1622062920000, 1], [1622166480000, 1]]"
parcels,"{'x': '-109', 'y': '57'}","['time', 'first']","[[1617297960000, 1], [1617821640000, 1], [1618446360000, 1], [1619646960000, 1], [1621368480000, 1], [1622062920000, 1], [1622166480000, 1]]"
parcels,"{'x': '-109', 'y': '58'}","['time', 'first']","[[1617340200000, 1], [1617821520000, 1], [1618711560000, 1], [1620359280000, 1], [1621447440000, 1]]"
parcels,"{'x': '-109', 'y': '59'}","['time', 'first']","[[1617442920000, 1], [1619646960000, 1]]"
parcels,"{'x': '-109', 'y': '6'}","['time', 'first']","[[1617641880000, 1], [1617735720000, 1], [1618034520000, 1], [1618236840000, 1], [1621177560000, 1], [1621329120000, 1], [1621972080000, 1]]"
parcels,"{'x': '-109', 'y': '60'}","['time', 'first']","[[1617570120000, 1], [1619646960000, 1], [1619843880000, 1]]"
parcels,"{'x': '-109', 'y': '61'}","['time', 'first']","[[1617119040000, 1], [1617461520000, 1], [1617535800000, 1], [1617647040000, 1], [1618168800000, 1], [1618442400000, 1], [1618797720000, 1], [1619045520000, 1], [1619371800000, 1], [1619646840000, 1], [1620193560000, 1], [1620621000000, 1], [1621368360000, 1], [1621368480000, 1], [1622082360000, 1]]"
parcels,"{'x': '-109', 'y': '62'}","['time', 'first']","[[1619646840000, 1]]"
parcels,"{'x': '-109', 'y': '63'}","['time', 'first']","[[1618026960000, 1]]"
parcels,"{'x': '-109', 'y': '64'}","['time', 'first']","[[1619646840000, 1]]"
parcels,"{'x': '-109', 'y': '65'}","['time', 'first']","[[1617423120000, 1], [1620072600000, 1]]"
parcels,"{'x': '-109', 'y': '67'}","['time', 'first']","[[1619820120000, 1], [1620268560000, 1], [1620527520000, 1]]"
parcels,"{'x': '-109', 'y': '68'}","['time', 'first']","[[1619128080000, 1], [1620072600000, 1], [1621368360000, 1]]"
parcels,"{'x': '-109', 'y': '69'}","['time', 'first']","[[1618015440000, 1], [1620527520000, 1]]"
parcels,"{'x': '-109', 'y': '70'}","['time', 'first']","[[1620268560000, 1]]"
parcels,"{'x': '-109', 'y': '71'}","['time', 'first']","[[1617296400000, 1], [1617397680000, 1]]"
parcels,"{'x': '-109', 'y': '72'}","['time', 'first']","[[1617296400000, 1], [1619841360000, 1]]"
parcels,"{'x': '-109', 'y': '73'}","['time', 'first']","[[1617841560000, 1]]"
parcels,"{'x': '-109', 'y': '74'}","['time', 'first']","[[1617296400000, 1], [1617374280000, 1], [1618775880000, 1], [1620072600000, 1]]"
parcels,"{'x': '-109', 'y': '75'}","['time', 'first']","[[1617296400000, 1], [1617374280000, 1], [1620072600000, 1], [1620072720000, 1], [1621355760000, 1], [1621447320000, 1], [1621447440000, 1]]"
parcels,"{'x': '-109', 'y': '76'}","['time', 'first']","[[1617442920000, 1], [1618793880000, 1]]"
parcels,"{'x': '-109', 'y': '77'}","['time', 'first']","[[1617296400000, 1], [1617405240000, 1]]"
parcels,"{'x': '-109', 'y': '78'}","['time', 'first']","[[1617374280000, 1], [1617405120000, 1], [1618284240000, 1], [1620422160000, 1]]"
parcels,"{'x': '-109', 'y': '79'}","['time', 'first']","[[1618856040000, 1], [1619523240000, 1]]"
parcels,"{'x': '-109', 'y': '8'}","['time', 'first']","[[1617385200000, 1], [1617904920000, 1], [1621349760000, 1]]"
parcels,"{'x': '-109', 'y': '80'}","['time', 'first']","[[1617891360000, 1], [1621804320000, 1]]"
parcels,"{'x': '-109', 'y': '805'}","['time', 'first']","[[1620863400000, 1]]"
parcels,"{'x': '-109', 'y': '81'}","['time', 'first']","[[1618498800000, 1], [1618856040000, 1], [1621627200000, 1]]"
parcels,"{'x': '-109', 'y': '82'}","['time', 'first']","[[1617891360000, 1]]"
parcels,"{'x': '-109', 'y': '83'}","['time', 'first']","[[1619723520000, 1], [1620193440000, 1]]"
parcels,"{'x': '-109', 'y': '84'}","['time', 'first']","[[1618146240000, 1], [1619646600000, 1], [1619678280000, 1]]"
parcels,"{'x': '-109', 'y': '86'}","['time', 'first']","[[1618314360000, 1], [1618314480000, 1], [1618314600000, 1], [1618314720000, 1], [1618314840000, 1], [1619723520000, 1], [1620286080000, 1]]"
parcels,"{'x': '-109', 'y': '87'}","['time', 'first']","[[1620071520000, 1], [1621447320000, 1]]"
parcels,"{'x': '-109', 'y': '89'}","['time', 'first']","[[1618459800000, 1], [1618695480000, 1], [1619723520000, 1]]"
parcels,"{'x': '-109', 'y': '90'}","['time', 'first']","[[1621447320000, 1]]"
parcels,"{'x': '-109', 'y': '91'}","['time', 'first']","[[1619891400000, 1]]"
parcels,"{'x': '-109', 'y': '92'}","['time', 'first']","[[1617950160000, 1]]"
parcels,"{'x': '-109', 'y': '94'}","['time', 'first']","[[1618767360000, 1], [1621093680000, 1]]"
parcels,"{'x': '-109', 'y': '940'}","['time', 'first']","[[1621082400000, 1]]"
parcels,"{'x': '-109', 'y': '943'}","['time', 'first']","[[1621082400000, 1]]"
parcels,"{'x': '-109', 'y': '95'}","['time', 'first']","[[1617082560000, 1], [1620262920000, 1]]"
parcels,"{'x': '-109', 'y': '952'}","['time', 'first']","[[1621082400000, 1]]"
parcels,"{'x': '-109', 'y': '955'}","['time', 'first']","[[1621082400000, 1]]"
parcels,"{'x': '-109', 'y': '957'}","['time', 'first']","[[1621082400000, 1]]"
parcels,"{'x': '-109', 'y': '96'}","['time', 'first']","[[1617082560000, 1], [1620198960000, 1]]"
parcels,"{'x': '-109', 'y': '960'}","['time', 'first']","[[1621082400000, 1], [1621082520000, 1]]"
parcels,"{'x': '-109', 'y': '962'}","['time', 'first']","[[1621082520000, 1]]"
parcels,"{'x': '-109', 'y': '965'}","['time', 'first']","[[1621082520000, 1]]"
parcels,"{'x': '-109', 'y': '967'}","['time', 'first']","[[1621082520000, 1]]"
parcels,"{'x': '-109', 'y': '97'}","['time', 'first']","[[1619634600000, 1], [1620198960000, 1]]"
parcels,"{'x': '-109', 'y': '970'}","['time', 'first']","[[1621082520000, 1]]"
parcels,"{'x': '-109', 'y': '984'}","['time', 'first']","[[1621082520000, 1]]"
parcels,"{'x': '-109', 'y': '987'}","['time', 'first']","[[1621082520000, 1]]"
parcels,"{'x': '-109', 'y': '99'}","['time', 'first']","[[1619640480000, 1], [1619846040000, 1]]"
parcels,"{'x': '-11', 'y': '-1'}","['time', 'first']","[[1617091680000, 1], [1617105240000, 1], [1617110160000, 1], [1617114600000, 1], [1617115320000, 1], [1617120240000, 1], [1617122160000, 1], [1617129360000, 1], [1617130920000, 1], [1617135240000, 1], [1617141840000, 1], [1617142320000, 1], [1617156720000, 1], [1617160800000, 1], [1617171360000, 1], [1617172680000, 1], [1617174600000, 1], [1617202440000, 1], [1617207480000, 1], [1617217080000, 1], [1617228240000, 1], [1617231360000, 1], [1617236640000, 1], [1617237360000, 1], [1617250680000, 1], [1617250800000, 1], [1617260280000, 1], [1617276600000, 1], [1617278760000, 1], [1617345000000, 1], [1617361440000, 1], [1617398640000, 1], [1617451680000, 1], [1617466320000, 1], [1617479760000, 1], [1617484680000, 1], [1617485400000, 1], [1617492000000, 1], [1617502800000, 1], [1617507120000, 1], [1617510240000, 1], [1617549480000, 1], [1617553560000, 1], [1617564000000, 1], [1617581880000, 1], [1617587760000, 1], [1617590280000, 1], [1617596400000, 1], [1617653520000, 1], [1617779640000, 1], [1617810480000, 1], [1617815280000, 1], [1617832800000, 1], [1617834120000, 1], [1617855240000, 1], [1617906120000, 1], [1617918240000, 1], [1617958560000, 1], [1618020960000, 1], [1618023720000, 1], [1618071840000, 1], [1618071960000, 1], [1618091640000, 1], [1618119600000, 1], [1618137960000, 1], [1618138080000, 1], [1618150320000, 1], [1618150440000, 1], [1618156800000, 1], [1618161480000, 1], [1618174440000, 1], [1618183680000, 1], [1618207080000, 1], [1618242720000, 1], [1618242840000, 1], [1618244760000, 1], [1618332240000, 1], [1618339680000, 1], [1618347480000, 1], [1618354320000, 1], [1618368960000, 1], [1618384920000, 1], [1618467120000, 1], [1618501320000, 1], [1618503600000, 1], [1618517280000, 1], [1618529040000, 1], [1618583400000, 1], [1618601880000, 1], [1618654440000, 1], [1618696440000, 1], [1618697040000, 1], [1618731240000, 1], [1618740720000, 1], [1618742760000, 1], [1618755240000, 1], [1618776960000, 1], [1618800480000, 1], [1618848720000, 1], [1618863720000, 1], [1618863840000, 1], [1618863960000, 1], [1618864080000, 1], [1618864200000, 1], [1618864320000, 1], [1618864440000, 1], [1618864560000, 1], [1618865640000, 1], [1618884480000, 1], [1618921920000, 1], [1618950000000, 1], [1618957920000, 1], [1618999920000, 1], [1619004840000, 1], [1619018280000, 1], [1619046000000, 1], [1619063040000, 1], [1619106720000, 1], [1619106840000, 1], [1619119200000, 1], [1619119320000, 1], [1619145960000, 1], [1619184720000, 1], [1619207880000, 1], [1619304840000, 1], [1619304960000, 1], [1619329440000, 1], [1619344680000, 1], [1619358960000, 1], [1619374560000, 1], [1619427480000, 1], [1619466600000, 1], [1619485200000, 1], [1619485440000, 1], [1619541600000, 1], [1619544360000, 1], [1619548680000, 1], [1619556240000, 1], [1619599800000, 1], [1619616840000, 1], [1619641560000, 1], [1619655120000, 1], [1619655240000, 1], [1619666640000, 1], [1619707320000, 1], [1619710920000, 1], [1619723640000, 1], [1619727720000, 1], [1619728800000, 1], [1619735280000, 1], [1619735400000, 1], [1619737920000, 1], [1619808960000, 1], [1619828040000, 1], [1619834640000, 1], [1619835240000, 1], [1619856240000, 1], [1619876640000, 1], [1619886600000, 1], [1619890920000, 1], [1619971920000, 1], [1619978280000, 1], [1620003960000, 1], [1620004080000, 1], [1620004200000, 1], [1620029880000, 1], [1620059880000, 1], [1620066840000, 1], [1620088560000, 1], [1620112200000, 1], [1620147240000, 1], [1620194280000, 1], [1620200160000, 1], [1620207120000, 1], [1620224520000, 1], [1620225240000, 1], [1620229320000, 1], [1620246480000, 1], [1620306000000, 1], [1620324720000, 1], [1620361440000, 1], [1620368280000, 1], [1620390120000, 1], [1620411600000, 1], [1620411720000, 1], [1620543480000, 1], [1620560040000, 1], [1620579240000, 1], [1620610920000, 1], [1620611040000, 1], [1620613320000, 1], [1620626880000, 1], [1620627000000, 1], [1620636360000, 1], [1620682800000, 1], [1620694920000, 1], [1620695040000, 1], [1620748200000, 1], [1620762000000, 1], [1620765360000, 1], [1620870840000, 1], [1620925440000, 1], [1621032360000, 1], [1621050000000, 1], [1621057680000, 1], [1621057800000, 1], [1621170960000, 1], [1621222920000, 1], [1621228800000, 1], [1621300080000, 1], [1621361280000, 1], [1621364880000, 1], [1621365000000, 1], [1621381440000, 1], [1621506360000, 1], [1621536480000, 1], [1621601760000, 1], [1621616280000, 1], [1621642320000, 1], [1621701240000, 1], [1621741320000, 1], [1621782480000, 1], [1621893600000, 1], [1621893720000, 1], [1621893840000, 1], [1621955160000, 1], [1621957680000, 1], [1621962000000, 1], [1622057760000, 1], [1622060760000, 1], [1622083920000, 1]]"
