ds,avg_passenger_count,sum_passenger_count,log_sum_passenger_count,avg_trip_distance,sum_trip_distance,log_sum_trip_distance,avg_fare_amount,sum_fare_amount,log_sum_fare_amount,avg_tip_amount,sum_tip_amount,log_sum_tip_amount
2010-11-24,1.686256504,5509.0,3.741072772,2.597297215,8485.37,3.928670784,9.773308846,31929.4,4.504190758,0.78268442,2557.03,3.407735823
2010-11-25,1.843827672,4451.0,3.648457594,3.087477216,7453.17,3.872341027,10.35973488,25008.4,4.398085907,0.681893123,1646.09,3.216453577
2010-11-26,1.794267766,4570.0,3.6599162,2.60699254,6640.01,3.822168733,9.263250883,23593.5,4.372792371,0.501888496,1278.31,3.106636186
2010-11-27,1.829564077,5582.0,3.746789832,2.742215667,8366.5,3.922543815,9.745722714,29734.2,4.473256258,0.628203868,1916.65,3.282542813
2010-11-28,1.776695652,5108.0,3.708250889,3.14757913,9049.29,3.956614506,10.62730435,30553.5,4.485060967,0.778570435,2238.39,3.349935757
2010-11-29,1.597090663,4721.0,3.674034,2.866336265,8472.89,3.928031568,10.04776725,29701.2,4.472773996,0.890798376,2633.2,3.420483846
2010-11-30,1.594460006,5123.0,3.709524356,2.620049798,8418.22,3.925220271,9.926268285,31893.1,4.503696735,0.881929661,2833.64,3.452344674
2010-12-1,1.617775196,5570.0,3.745855195,2.555736277,8799.4,3.94445306,9.852218995,33921.19,4.530471079,0.876709265,3018.51,3.479792619
2010-12-2,1.619285339,6163.0,3.789792168,2.698150289,10269.16,4.01153492,10.24460589,38990.97,4.59096404,0.951944298,3623.1,3.559080321
2010-12-3,1.641368665,6380.0,3.804820679,2.683987651,10432.66,4.018395054,10.10551325,39280.13,4.594172916,0.835881142,3249.07,3.511759068
2010-12-4,1.790190036,6971.0,3.843295083,2.664029276,10373.73,4.01593494,10.05724191,39162.9,4.592874844,0.729966615,2842.49,3.453698945
2010-12-5,1.784162379,6241.0,3.795254183,2.945434534,10303.13,4.01296918,10.36695254,36263.6,4.559470916,0.875314465,3061.85,3.485983911
2010-12-6,1.575917768,5366.0,3.729650668,2.710983847,9230.9,3.965244046,10.08214391,34329.7,4.535670008,0.83785022,2852.88,3.455283504
2010-12-7,1.620377979,5916.0,3.772028165,2.549156396,9306.97,3.968808314,9.79502602,35761.64,4.553417427,0.871038072,3180.16,3.502448971
2010-12-8,1.619983841,6015.0,3.779235632,2.672324266,9922.34,3.996614105,10.30845677,38275.3,4.582918603,0.976878535,3627.15,3.559565516
2010-12-9,1.630111524,6139.0,3.788097633,2.626425916,9891.12,3.995245471,10.23857408,38558.47,4.586119793,0.955929368,3600.03,3.55630612
2010-12-10,1.672801636,6544.0,3.815843291,2.660846115,10409.23,4.017418605,10.24854294,40092.3,4.603060971,0.895191718,3501.99,3.544314902
2010-12-11,1.789183513,6815.0,3.83346586,2.66029404,10133.06,4.005740614,10.08204253,38402.5,4.584359498,0.757802573,2886.47,3.460367048
2010-12-12,1.744624448,5923.0,3.772541733,2.901157585,9849.43,3.993411098,10.26564359,34851.86,4.542225961,0.806954345,2739.61,3.437688743
2010-12-13,1.609126388,5360.0,3.72916479,2.634437106,8775.31,3.943262467,9.648123687,32137.9,4.507017495,0.872488742,2906.26,3.463334465
2010-12-14,1.597023004,5901.0,3.770925615,2.597935047,9599.37,3.982242732,9.893423545,36556.2,4.562961045,0.898811908,3321.11,3.52128326
2010-12-15,1.616745906,6121.0,3.786822379,2.622707343,9929.57,3.996930442,10.06838352,38118.9,4.58114036,0.896764395,3395.15,3.530858966
2010-12-16,1.755107318,6787.0,3.831677849,2.758324282,10666.44,4.028019495,10.44491854,40390.5,4.606279229,0.977742436,3780.93,3.577598637
2010-12-17,1.670087224,6510.0,3.813580989,2.70263725,10534.88,4.022629593,10.24665469,39941.46,4.601423936,0.917029246,3574.58,3.553225021
2010-12-18,1.768728791,6776.0,3.830973397,2.713265466,10394.52,4.016804439,10.08856695,38649.3,4.587141633,0.758767946,2906.84,3.463421128
2010-12-19,1.763068182,6206.0,3.792811771,2.906823864,10232.02,4.00996138,10.1440625,35707.1,4.55275458,0.787147727,2770.76,3.442598909
2010-12-20,1.623117034,5603.0,3.748420622,2.657711472,9174.42,3.962578618,9.846436848,33989.9,4.531349887,0.813571842,2808.45,3.448466696
2010-12-21,1.66341055,5960.0,3.77524626,2.670332124,9567.8,3.980812088,9.96078705,35689.5,4.552540464,0.835994976,2995.37,3.476450476
2010-12-22,1.670969593,5825.0,3.76529593,2.684575445,9358.43,3.971202996,10.04592656,35020.1,4.544317382,0.831683878,2899.25,3.462285666
2010-12-23,1.652752571,5464.0,3.737510691,2.628850575,8690.98,3.939068751,9.898901996,32725.77,4.514889874,0.761684815,2518.13,3.401078147
2010-12-24,1.752717391,4515.0,3.654657755,2.741937112,7063.23,3.849003348,9.622515528,24787.6,4.394234479,0.612826087,1578.64,3.198283103
2010-12-25,1.825358852,3052.0,3.484584529,3.060867225,5117.77,3.709080764,10.11357656,16909.9,4.228141039,0.539521531,902.08,2.955245054
2010-12-26,1.807106599,2492.0,3.396548038,2.586381436,3566.62,3.552256841,9.526468455,13137.0,4.1184962,0.536925308,740.42,2.869478141
2010-12-27,1.81390593,887.0,2.94792362,2.353067485,1150.65,3.060943242,9.550920245,4670.4,3.669354078,0.462719836,226.27,2.354626977
2010-12-28,1.739967015,3165.0,3.500373714,3.10153381,5641.69,3.751409219,12.22462892,22236.6,4.347068384,0.750192413,1364.6,3.135005367
2010-12-29,1.877810776,4426.0,3.64601141,2.874403903,6774.97,3.830907376,11.61310989,27372.1,4.437308118,0.74316504,1751.64,3.243444854
2010-12-30,1.768153336,4797.0,3.680969718,2.777913749,7536.48,3.877168551,11.0493181,29976.8,4.47678527,0.72030962,1954.2,3.290969009
2010-12-31,1.843424479,5663.0,3.753046562,2.85266276,8763.38,3.942671644,10.27864583,31576.0,4.499357113,0.739365234,2271.33,3.356280237
2011-1-1,1.53372434,2092.0,3.32056168,3.054230205,4165.97,3.619716138,10.43269795,14230.2,4.153211004,0.613746334,837.15,2.922803282
2011-1-2,1.463093146,1665.0,3.221414238,3.12056239,3551.2,3.550375132,10.35667838,11785.9,4.071362752,0.757231986,861.73,2.935371213
2011-1-3,1.617709815,4549.0,3.657915937,2.87559744,8086.18,3.907743405,10.00608108,28137.1,4.449279334,0.786209104,2210.82,3.344553385
2011-1-4,1.61239531,4813.0,3.682415862,2.702160804,8065.95,3.906655526,9.658358459,28830.2,4.459847655,0.817293132,2439.62,3.387322185
2011-1-5,1.608827086,5322.0,3.72607487,2.760371826,9131.31,3.960533087,9.740779927,32222.5,4.508159232,0.810770859,2682.03,3.428463631
2011-1-6,1.597027482,5695.0,3.755493728,2.521934941,8993.22,3.953915218,9.304122266,33178.5,4.520856748,0.79298654,2827.79,3.451447154
2011-1-7,1.595543175,5728.0,3.758003009,2.516576602,9034.51,3.955904603,9.207348189,33054.38,4.519229016,0.796275766,2858.63,3.456157947
2011-1-8,1.764433551,6479.0,3.81150798,2.487317538,9133.43,3.960633905,8.954466231,32880.8,4.516942376,0.729882898,2680.13,3.42815586
2011-1-9,1.701356132,5771.0,3.761251074,2.803039505,9507.91,3.978085062,9.727653302,32996.2,4.518463927,0.815082547,2764.76,3.441657438
2011-1-10,1.629759813,5564.0,3.745387121,2.674343878,9130.21,3.960480767,9.675776216,33033.1,4.518949332,0.932243702,3182.68,3.502792975
2011-1-11,1.59561753,5607.0,3.748730556,2.468170176,8673.15,3.938176857,9.372083096,32933.5,4.517637888,0.893352305,3139.24,3.496824519
2011-1-12,1.639144858,4447.0,3.648067129,2.328028013,6315.94,3.800437996,8.732653889,23691.69,4.374596041,0.83063767,2253.52,3.352861417
2011-1-13,1.645347241,5994.0,3.777716739,2.780271754,10128.53,4.005546419,10.25259402,37350.2,4.572292932,0.984855888,3587.83,3.554831857
2011-1-14,1.632690302,6263.0,3.796782412,2.643355057,10139.91,4.0060341,9.961835245,38213.6,4.582217953,0.909700209,3489.61,3.542776893
2011-1-15,1.721837808,6221.0,3.793860201,2.663349017,9622.68,3.983296044,9.473675616,34228.39,4.534386472,0.784508719,2834.43,3.452465736
2011-1-16,1.742215569,5819.0,3.764848357,2.883203593,9629.9,3.983621777,9.84508982,32882.6,4.51696615,0.777386228,2596.47,3.414383309
2011-1-17,1.657786885,4854.0,3.686099772,2.837684426,8308.74,3.919535169,9.758572404,28573.1,4.455957361,0.890416667,2607.14,3.416164353
2011-1-18,1.576527526,5212.0,3.717004407,2.521932849,8337.51,3.921036368,9.718572293,32129.6,4.506905319,0.96238657,3181.65,3.502652403
2011-1-19,1.57902177,5585.0,3.747023177,2.694385072,9530.04,3.979094723,9.915069268,35069.6,4.544930812,0.927503534,3280.58,3.515950633
2011-1-20,1.586040268,5908.0,3.771440487,2.58729396,9637.67,3.983972052,9.744265772,36297.39,4.559875398,0.974300671,3629.27,3.559819279
2011-1-21,1.645788337,6096.0,3.785044958,2.488598812,9217.77,3.964625867,9.404360151,34833.75,4.542000231,0.836779158,3099.43,3.491281832
2011-1-22,1.75633383,7071.0,3.849480837,2.587170889,10415.95,4.017698886,9.42533532,37946.4,4.57917058,0.753574267,3033.89,3.48199983
2011-1-23,1.744519146,5968.0,3.775828814,2.834469453,9696.72,3.986624855,9.835162233,33646.09,4.526934602,0.879783689,3009.74,3.47852898
2011-1-24,1.577764277,5194.0,3.715501945,2.604589915,8574.31,3.933199181,9.57700486,31527.5,4.498689534,0.915984204,3015.42,3.479347811
2011-1-25,1.54613541,5161.0,3.712733859,2.572109047,8585.7,3.933775709,9.670551228,32280.3,4.508937562,0.933508089,3116.05,3.493604418
2011-1-26,1.570546164,4831.0,3.684037037,2.379860208,7320.45,3.864537779,9.32746749,28691.29,4.457750075,0.923758127,2841.48,3.453544604
2011-1-27,1.62962963,3872.0,3.587935349,2.655029461,6308.35,3.799915781,10.20896465,24256.5,4.384828136,0.988876263,2349.57,3.370988388
2011-1-28,1.65816005,5263.0,3.72123337,2.781868305,8829.65,3.945943489,11.20129175,35552.9,4.550875031,0.985176434,3126.95,3.495120937
2011-1-29,1.732882273,6403.0,3.806383502,2.547242219,9412.06,3.973684687,9.78165088,36143.2,4.558026601,0.776866035,2870.52,3.457960577
2011-1-30,1.721872187,5739.0,3.758836225,2.857074707,9522.63,3.97875691,10.22022202,34064.0,4.532295644,0.906819682,3022.43,3.480356251
2011-1-31,1.547408344,4896.0,3.689841409,2.788419722,8822.56,3.945594621,10.60249684,33546.3,4.525644626,1.009952592,3195.49,3.504537463
2011-2-1,1.606041131,4998.0,3.698796252,2.276677378,7085.02,3.850341081,9.195465938,28616.29,4.456613328,0.883537918,2749.57,3.439264781
2011-2-2,1.553084873,4959.0,3.695394108,2.46290949,7864.07,3.895647371,9.442029439,30148.4,4.479264269,0.920435327,2938.95,3.468192198
2011-2-3,1.56,5265.0,3.721398376,2.581777778,8713.5,3.940192636,10.17122963,34327.9,4.535647236,0.958,3233.25,3.509639286
2011-2-4,1.652412281,6028.0,3.780173244,2.548360746,9296.42,3.968315736,10.18127741,37141.3,4.569857101,0.906408991,3306.58,3.519379035
2011-2-5,1.71594509,6500.0,3.812913357,2.520142555,9546.3,3.979835078,9.348574446,35412.4,4.549155361,0.797972545,3022.72,3.48039792
2011-2-6,1.738193344,5484.0,3.739097446,2.798621236,8829.65,3.945943489,9.955911252,31410.9,4.49708038,0.826627575,2608.01,3.416309252
2011-2-7,1.551294044,4975.0,3.696793085,2.635996258,8453.64,3.927043749,9.899575928,31747.94,4.501715551,0.963657624,3090.45,3.490021722
2011-2-8,1.586490455,5402.0,3.73255458,2.455947137,8362.5,3.922336131,9.476002937,32265.79,4.508742303,1.011471366,3444.06,3.537070709
2011-2-9,1.575376884,5643.0,3.75151005,2.599994417,9313.18,3.969097997,9.855053043,35300.8,4.547784548,1.010139587,3618.32,3.558506973
2011-2-10,1.600962824,5986.0,3.777136713,2.555723455,9555.85,3.980269324,10.00513506,37409.2,4.572978421,0.983222787,3676.27,3.5654074
2011-2-11,1.627709943,6532.0,3.815046176,2.61600299,10498.02,4.021107396,10.03416397,40267.1,4.604950353,0.942708697,3783.09,3.577846673
2011-2-12,1.691948658,7250.0,3.860338007,2.636968495,11299.41,4.053055767,9.891481914,42385.0,4.627212187,0.798009335,3419.47,3.533958798
2011-2-13,1.728006682,6207.0,3.792881745,2.809256682,10090.85,4.00392775,10.07580735,36192.3,4.558616183,0.873076281,3136.09,3.496388518
2011-2-14,1.603860559,5567.0,3.745621221,2.541423221,8821.28,3.945531607,9.724690291,33754.4,4.528330393,0.926473639,3215.79,3.50728768
2011-2-15,1.571994716,5950.0,3.774516966,2.621780713,9923.44,3.996662248,9.969088507,37733.0,4.576721336,1.029014531,3894.82,3.590487391
2011-2-16,1.569718898,5640.0,3.751279104,2.595062622,9324.06,3.96960506,9.929446145,35676.5,4.552382242,1.03508767,3719.07,3.570434353
2011-2-17,1.578034682,5733.0,3.758381942,2.682224057,9744.52,3.988760451,10.03784751,36467.5,4.561905992,0.985419763,3580.03,3.553886666
2011-2-18,1.608020699,6215.0,3.793441133,2.694957309,10416.01,4.017701388,10.28545925,39753.3,4.599373186,0.947363519,3661.56,3.563666155
2011-2-19,1.752741775,7032.0,3.847078862,2.545059821,10210.78,4.009058919,9.469890329,37993.2,4.579705874,0.800341476,3210.97,3.506636248
2011-2-20,1.73170037,6080.0,3.783903579,2.900019937,10181.97,4.007831813,10.22567645,35902.35,4.555122876,0.83639419,2936.58,3.467841837
2011-2-21,1.637366548,4601.0,3.662852233,2.903220641,8158.05,3.911586363,9.938576512,27927.4,4.446030505,0.914957295,2571.03,3.410107144
2011-2-22,1.552631579,5369.0,3.729893404,2.620587045,9061.99,3.957223579,9.826749566,33980.9,4.531234877,0.943447079,3262.44,3.513542533
2011-2-23,1.595391964,5678.0,3.754195388,2.632941838,9370.64,3.971769254,10.08554369,35894.45,4.555027303,0.942958696,3355.99,3.525820658
2011-2-24,1.580428954,5895.0,3.770483809,2.551262735,9516.21,3.978464017,9.71616622,36241.3,4.559203768,0.956774799,3568.77,3.552518559
2011-2-25,1.645669291,6479.0,3.81150798,2.538315977,9993.35,3.999711098,9.691617983,38155.9,4.581561702,0.896652273,3530.12,3.547789469
2011-2-26,1.715952321,6766.0,3.830331993,2.580342379,10174.29,4.007504112,9.655896525,38073.2,4.58061938,0.825297996,3254.15,3.512437568
2011-2-27,1.713691714,5770.0,3.761175813,2.918333828,9826.03,3.992378086,10.13543214,34126.0,4.533085386,0.874648055,2944.94,3.469076451
2011-2-28,1.572797527,5088.0,3.706547103,2.57296136,8323.53,3.920307549,9.755162287,31557.95,4.499108784,0.949854714,3072.78,3.487531467
2011-3-1,1.584258325,4710.0,3.673020907,2.598994282,7726.81,3.888000233,9.811335351,29169.1,4.464923029,1.028156744,3056.71,3.485254238
2011-3-2,1.569174757,5172.0,3.713658516,2.540376214,8373.08,3.922885241,9.651820388,31812.4,4.502596435,1.008731796,3324.78,3.521762913
2011-3-3,1.602014388,5567.0,3.745621221,2.677680576,9304.94,3.968713577,10.12089209,35170.1,4.546173603,0.9868,3429.13,3.53518395
2011-3-4,1.654626285,5955.0,3.774881766,2.721897749,9796.11,3.991053653,10.07985552,36277.4,4.559636154,0.959547096,3453.41,3.538248142
2011-3-5,1.746636771,6232.0,3.794627445,2.685784753,9582.88,3.98149605,9.882118834,35259.4,4.547274918,0.7688537,2743.27,3.438268554
2011-3-6,1.733878887,5297.0,3.724029973,2.864546645,8751.19,3.942067113,10.02278232,30619.6,4.485999513,0.853158756,2606.4,3.416041067
2011-3-7,1.591663723,4506.0,3.653791187,2.755146591,7799.82,3.89208458,9.993924408,28292.8,4.45167593,0.93206994,2638.69,3.421388371
2011-3-8,1.592876881,5188.0,3.714999967,2.536208167,8260.43,3.917002655,9.591295671,31238.85,4.494695038,0.946079214,3081.38,3.488745259
2011-3-9,1.604032729,5489.0,3.739493231,2.560581531,8762.31,3.942618614,9.740414962,33331.7,4.522857464,0.968100526,3312.84,3.520200461
2011-3-10,1.593072289,5289.0,3.723373567,2.645951807,8784.56,3.943720013,10.19125,33834.95,4.529365539,1.023626506,3398.44,3.531279607
2011-3-11,1.616225547,5618.0,3.749581735,2.790359609,9699.29,3.986739945,10.22761795,35551.2,4.550854265,0.956772152,3325.74,3.521888294
2011-3-12,1.739142939,6047.0,3.781539969,2.68768191,9345.07,3.970582559,9.919787173,34491.1,4.537707045,0.802438884,2790.08,3.445616656
2011-3-13,1.724676187,5193.0,3.715418323,3.085024909,9289.01,3.96796943,10.50547991,31632.0,4.500126652,0.9340817,2812.52,3.449095619
2011-3-14,1.565803476,4414.0,3.644832329,2.768453352,7804.27,3.892332286,9.909045761,27933.6,4.44612691,0.963362895,2715.72,3.433884991
2011-3-15,1.566987179,4889.0,3.689220037,2.513067308,7840.77,3.894358715,9.761217949,30455.0,4.483658604,0.917397436,2862.28,3.456712116
2011-3-16,1.599310777,5105.0,3.707995746,2.665942982,8509.69,3.929913739,10.15275689,32407.6,4.51064687,0.956456767,3053.01,3.484728227
2011-3-17,1.643879173,5170.0,3.713490543,2.805354531,8822.84,3.945608403,10.57653418,33263.2,4.521964027,0.981084261,3085.51,3.489326958
2011-3-18,1.655026753,5877.0,3.769155691,2.708166714,9616.7,3.983026068,10.10166714,35871.02,4.554743726,0.894176288,3175.22,3.501773821
2011-3-19,1.744650087,6033.0,3.780533325,2.780532099,9615.08,3.982952902,10.12599769,35015.7,4.544262813,0.849117987,2936.25,3.46779303
2011-3-20,1.726418051,5509.0,3.741072772,3.149247885,10049.25,4.002133651,10.8632717,34664.7,4.539887446,0.910595425,2905.71,3.463252268
2011-3-21,1.562478124,4464.0,3.649724186,2.798883444,7996.41,3.902895054,9.965418271,28471.2,4.454405772,0.952121106,2720.21,3.434602433
2011-3-22,1.581005587,4811.0,3.682235357,2.663710154,8105.67,3.908788919,9.899507065,30124.2,4.478915522,0.967946106,2945.46,3.469153129
2011-3-23,1.541093798,5044.0,3.702775078,2.550702719,8348.45,3.92160585,9.661228231,31621.2,4.499978347,1.033012527,3381.05,3.529051593
2011-3-24,1.575626353,5094.0,3.707058941,2.700507269,8730.74,3.941051055,10.11753789,32710.0,4.514680544,1.074515929,3473.91,3.540818563
2011-3-25,1.624892458,5666.0,3.75327657,2.607160883,9091.17,3.958619779,9.906968741,34545.6,4.53839274,0.920642386,3210.28,3.506542913
2011-3-26,1.753344968,6028.0,3.780173244,2.660485748,9146.75,3.961266809,9.718528214,33412.3,4.523906372,0.831896451,2860.06,3.456375144
2011-3-27,1.763458401,5405.0,3.732795698,3.115546493,9549.15,3.979964715,10.72065253,32858.8,4.516651699,0.933125612,2860.03,3.456370589
2011-3-28,1.515437704,4172.0,3.6203443,2.667526335,7343.7,3.865914927,9.729745732,26785.99,4.427907702,0.938536142,2583.79,3.412257213
2011-3-29,1.555327869,4554.0,3.658393026,2.668224044,7812.56,3.892793366,9.775136612,28621.6,4.456693908,0.968476776,2835.7,3.452660283
2011-3-30,1.553826612,4893.0,3.689575216,2.681098762,8442.78,3.926485473,9.855414417,31034.7,4.491847552,0.995309622,3134.23,3.496130863
2011-3-31,1.572198582,5542.0,3.743666521,2.710255319,9553.65,3.980169327,10.09897872,35598.9,4.551436579,1.030119149,3631.17,3.560046582
2011-4-1,1.228194726,2422.0,3.384174139,2.601110548,5129.39,3.710065721,9.974315416,19669.35,4.293790008,0.931546653,1837.01,3.26411152
2011-4-2,1.438021123,2587.0,3.412796429,2.670094497,4803.5,3.681557795,9.820455809,17667.0,4.247162809,0.820911618,1476.82,3.169327565
2011-4-3,1.364538128,2201.0,3.342620043,2.979603224,4806.1,3.681792803,10.32207068,16649.5,4.221401196,0.859212647,1385.91,3.141735028
2011-4-4,1.572780679,4819.0,3.682956926,2.874135117,8806.35,3.944795942,10.17885117,31188.0,4.493987526,0.978426893,2997.9,3.476817142
2011-4-5,1.578521618,5659.0,3.752739694,2.598061367,9314.05,3.969138565,9.815020921,35186.85,4.54638039,0.994421199,3565.0,3.552059534
2011-4-6,1.552300029,5298.0,3.724111954,2.60220041,8881.31,3.948477029,10.14849106,34636.8,4.539537762,1.019396425,3479.2,3.541479395
2011-4-7,1.564546685,5781.0,3.762002969,2.680700947,9905.19,3.995862811,10.05418133,37150.2,4.569961156,0.971799729,3590.8,3.555191217
2011-4-8,1.599175683,6208.0,3.792951708,2.630275631,10210.73,4.009056792,10.00991757,38858.5,4.589486032,0.949744977,3686.91,3.566662536
2011-4-9,1.768624252,6505.0,3.813247301,2.708928766,9963.44,3.99840931,9.967754214,36661.4,4.564209045,0.820657966,3018.38,3.479773915
2011-4-10,1.724382716,5587.0,3.747178671,3.12312963,10118.94,4.005135021,10.60580247,34362.8,4.536088544,0.939530864,3044.08,3.483456062
2011-4-11,1.589053523,5255.0,3.72057272,2.913459329,9634.81,3.983843155,10.35929846,34258.2,4.53476454,0.994968249,3290.36,3.517243417
2011-4-12,1.603881903,5867.0,3.768416088,2.63123018,9625.04,3.983402543,9.953799891,36411.0,4.561232607,0.966528157,3535.56,3.548458212
2011-4-13,1.611234705,5794.0,3.762978491,2.584849833,9295.12,3.968255001,9.843047831,35395.6,4.548949279,1.00378198,3609.6,3.557459078
2011-4-14,1.6,5896.0,3.770557475,2.813107191,10366.3,4.015623773,10.39535957,38306.9,4.583277008,0.998928087,3681.05,3.565971717
2011-4-15,1.621474774,6267.0,3.797059695,2.65715912,10269.92,4.011567061,10.08113842,38963.6,4.590659076,0.920729625,3558.62,3.551281615
2011-4-16,1.783646521,7024.0,3.846584503,2.573481463,10134.37,4.005796756,9.576206196,37711.1,4.576469201,0.799875571,3149.91,3.498298145
2011-4-17,1.709133024,5165.0,3.713070326,2.962266711,8951.97,3.951918618,10.27888815,31062.8,4.4922406,0.89414957,2702.12,3.431704632
2011-4-18,1.599299809,5025.0,3.701136066,2.854627626,8969.24,3.952755645,10.05808402,31602.5,4.49972144,0.892940802,2805.62,3.448028849
2011-4-19,1.610734297,5462.0,3.737351696,2.593901504,8795.92,3.944281271,9.657505161,32748.6,4.515192739,0.8778266,2976.71,3.473736526
2011-4-20,1.629640045,5795.0,3.76305344,2.701268279,9605.71,3.982529471,10.08706412,35869.6,4.554726534,0.92841676,3301.45,3.518704724
2011-4-21,1.636615811,5900.0,3.770852012,2.682241331,9669.48,3.985403119,10.17161997,36668.69,4.564295395,0.95920111,3457.92,3.538814942
2011-4-22,1.690469417,5942.0,3.773932647,2.754369844,9681.61,3.985947584,10.12768137,35598.8,4.551435359,0.895954481,3149.28,3.498211275
2011-4-23,1.790901385,6338.0,3.801952235,2.632489404,9316.38,3.969247194,9.548573043,33792.4,4.528819037,0.769607234,2723.64,3.435149704
2011-4-24,1.779589175,5458.0,3.737033531,2.930919465,8989.13,3.953717661,10.09709814,30967.8,4.490910354,0.822396479,2522.29,3.401795018
2011-4-25,1.592213791,4826.0,3.683587318,2.96804355,8996.14,3.954056205,10.39472121,31506.4,4.498398782,0.953101287,2888.85,3.460724992
2011-4-26,1.618770038,5554.0,3.744605875,2.720355581,9333.54,3.970046393,9.913579131,34013.49,4.531651196,0.911541825,3127.5,3.495197318
2011-4-27,1.564443188,5535.0,3.743117625,2.671568683,9452.01,3.975524172,10.29437535,36421.5,4.561357828,0.958408705,3390.85,3.530308578
2011-4-28,1.599834528,5801.0,3.763502865,2.746514065,9958.86,3.998209627,10.41408163,37761.46,4.577048777,1.014004413,3676.78,3.565467645
2011-4-29,1.62997416,6308.0,3.799891685,2.794488372,10814.67,4.034013272,10.53937984,40787.4,4.610526022,1.002488372,3879.63,3.588790309
2011-4-30,1.750684932,6390.0,3.805500858,2.796934247,10208.81,4.008975121,10.30941096,37629.35,4.575526716,0.842358904,3074.61,3.487790035
2011-5-1,1.722478576,5226.0,3.718169405,3.200029664,9708.89,3.987169581,10.93276203,33170.0,4.520745472,0.967930125,2936.7,3.467859583
2011-5-2,1.556174255,4751.0,3.67678503,2.794484114,8531.56,3.931028449,10.06622994,30732.2,4.487593651,0.959004258,2927.84,3.46654734
2011-5-3,1.55799373,4970.0,3.696356389,2.636905956,8411.73,3.924885324,9.975109718,31820.6,4.502708364,1.010454545,3223.35,3.508307465
2011-5-4,1.596314908,5718.0,3.757244151,2.644444444,9472.4,3.976460029,10.26585706,36772.3,4.565520795,1.011538247,3623.33,3.55910789
2011-5-5,1.577718676,5339.0,3.727459921,2.723888889,9217.64,3.964619743,10.32847222,34951.55,4.54346644,1.014997045,3434.75,3.535895132
2011-5-6,1.610765486,5955.0,3.774881766,2.84117663,10503.83,4.021347684,10.46091425,38674.0,4.587419093,0.959529348,3547.38,3.549907713
2011-5-7,1.782991202,6080.0,3.783903579,2.782167155,9487.19,3.977137598,10.00656891,34122.4,4.53303957,0.811041056,2765.65,3.441797218
2011-5-8,1.726097312,5073.0,3.705264862,3.103436543,9121.0,3.960042456,10.65656686,31319.65,4.4958169,0.892085743,2621.84,3.418606185
2011-5-9,1.575696542,4694.0,3.671543085,2.818392078,8395.99,3.924071913,10.01762336,29842.5,4.474835203,0.987515945,2941.81,3.46861462
2011-5-10,1.573736165,5261.0,3.721068302,2.610870476,8728.14,3.940921704,9.853828896,32941.35,4.517741393,0.931968292,3115.57,3.493537513
2011-5-11,1.595419847,5225.0,3.718086295,2.760152672,9039.5,3.956144409,10.24876336,33564.7,4.52588277,0.973880916,3189.46,3.50371716
2011-5-12,1.559243086,5356.0,3.728840568,2.759717613,9479.63,3.976791387,10.46834061,35958.75,4.555804586,1.018090247,3497.14,3.543713019
2011-5-13,1.614184009,5895.0,3.770483809,2.922442497,10672.76,4.028276743,10.64730285,38883.95,4.589770376,0.986596386,3603.05,3.556670289
2011-5-14,1.739193502,5995.0,3.777789187,2.828146214,9748.62,3.988943142,10.27914128,35432.2,4.549398119,0.925282855,3189.45,3.503715798
2011-5-15,1.721135647,5456.0,3.736874362,3.04848265,9663.69,3.98514299,10.60006309,33602.2,4.526367712,0.899195584,2850.45,3.454913427
2011-5-16,1.591493268,5201.0,3.716086854,2.773188494,9062.78,3.957261438,10.2370563,33454.7,4.52445714,0.939908201,3071.62,3.487367487
2011-5-17,1.599594085,5517.0,3.741702984,2.6714265,9213.75,3.964436424,10.09060597,34802.5,4.541610442,0.99433459,3429.46,3.535225742
2011-5-18,1.579308289,5297.0,3.724029973,2.779657126,9322.97,3.969554287,10.71946929,35953.1,4.555736343,1.023014311,3431.19,3.535444768
2011-5-19,1.628546359,5568.0,3.745699227,2.827358877,9666.74,3.985280038,10.5634396,36116.4,4.557704454,1.064319977,3638.91,3.560971314
2011-5-20,1.683815029,5826.0,3.76537048,2.780543353,9620.68,3.98320577,10.5017341,36336.0,4.560337117,0.991916185,3432.03,3.535551075
2011-5-21,1.73006311,6031.0,3.780389328,2.942825588,10258.69,4.011091906,10.63924269,37088.4,4.569238098,0.903872633,3150.9,3.49843462
2011-5-22,1.709832905,5321.0,3.725993259,3.110318123,9679.31,3.985844399,10.77185411,33522.01,4.525330051,0.935578406,2911.52,3.464119778
2011-5-23,1.60472973,4750.0,3.67669361,2.790658784,8260.35,3.916998449,10.15834459,30068.7,4.478114652,0.971695946,2876.22,3.458822102
2011-5-24,1.596420858,5174.0,3.713826424,2.784063561,9023.15,3.955358177,10.3438013,33524.26,4.5253592,0.978077754,3169.95,3.501052412
2011-5-25,1.584229391,5304.0,3.724603515,2.766989247,9263.88,3.966792921,10.40703405,34842.75,4.542112425,0.982284946,3288.69,3.517022938
2011-5-26,1.585928144,5297.0,3.724029973,2.719008982,9081.49,3.958157109,10.35107784,34572.6,4.538732041,1.00545509,3358.22,3.526109144
2011-5-27,1.631938261,5498.0,3.740204736,2.848539626,9596.73,3.982123276,10.69732858,36039.3,4.556776347,0.981682992,3307.29,3.519472278
